[2026-05-15 23:21:46] [INFO] [rk3568_vision] ============================================================
[2026-05-15 23:21:46] [INFO] [rk3568_vision] RK3568 智能视觉识别系统启动
[2026-05-15 23:21:46] [INFO] [rk3568_vision] ============================================================
[2026-05-15 23:21:46] [INFO] [rk3568_vision] NPU 加速: 关闭
[2026-05-15 23:21:46] [INFO] [camera] 摄像头初始化，使用子码流
[2026-05-15 23:21:46] [INFO] [camera] RTSP 地址: rtsp://admin:***@192.168.0.66:554/Streaming/Channels/201
[2026-05-15 23:24:01] [INFO] [rk3568_vision] ============================================================
[2026-05-15 23:24:01] [INFO] [rk3568_vision] RK3568 智能视觉识别系统启动
[2026-05-15 23:24:01] [INFO] [rk3568_vision] ============================================================
[2026-05-15 23:24:01] [INFO] [rk3568_vision] NPU 加速: 关闭
[2026-05-15 23:24:01] [INFO] [camera] 摄像头初始化，使用子码流
[2026-05-15 23:24:01] [INFO] [camera] RTSP 地址: rtsp://admin:***@192.168.0.66:554/Streaming/Channels/201
[2026-05-15 23:24:02] [INFO] [camera] 视频流连接成功: 1920x1080 @ 25.0fps
[2026-05-15 23:24:02] [INFO] [ws_pusher] WebSocket 推送服务初始化: ws://0.0.0.0:8765
[2026-05-15 23:24:02] [INFO] [ws_pusher] WebSocket 推送服务已启动
[2026-05-15 23:24:02] [INFO] [camera] 视频流读取线程已启动
[2026-05-15 23:24:02] [INFO] [rk3568_vision] 开始实时检测...
[2026-05-15 23:24:02] [INFO] [rk3568_vision] WebSocket 客户端连接数: 0
[2026-05-15 23:24:02] [INFO] [ws_pusher] WebSocket 服务器运行中: ws://0.0.0.0:8765
[2026-05-15 23:24:03] [INFO] [rk3568_vision] FPS: 628.7 |  | 客户端: 0
[2026-05-15 23:24:34] [INFO] [rk3568_vision] FPS: 999.3 |  | 客户端: 0
[2026-05-15 23:24:35] [INFO] [rk3568_vision] FPS: 1064.0 |  | 客户端: 0
[2026-05-15 23:24:36] [INFO] [rk3568_vision] FPS: 984.3 |  | 客户端: 0
[2026-05-15 23:24:37] [INFO] [rk3568_vision] FPS: 828.9 |  | 客户端: 0
[2026-05-15 23:24:38] [INFO] [rk3568_vision] FPS: 1000.6 |  | 客户端: 0
[2026-05-15 23:24:39] [INFO] [rk3568_vision] FPS: 1047.0 |  | 客户端: 0
[2026-05-15 23:24:40] [INFO] [rk3568_vision] FPS: 900.6 |  | 客户端: 0
[2026-05-15 23:24:41] [INFO] [rk3568_vision] FPS: 596.8 |  | 客户端: 0
[2026-05-15 23:24:42] [INFO] [rk3568_vision] FPS: 739.3 |  | 客户端: 0
[2026-05-15 23:24:43] [INFO] [rk3568_vision] FPS: 711.7 |  | 客户端: 0
[2026-05-15 23:24:44] [INFO] [rk3568_vision] FPS: 800.0 |  | 客户端: 0
[2026-05-15 23:24:45] [INFO] [rk3568_vision] FPS: 819.9 |  | 客户端: 0
[2026-05-15 23:24:46] [INFO] [rk3568_vision] FPS: 704.8 |  | 客户端: 0
[2026-05-15 23:24:47] [INFO] [rk3568_vision] FPS: 1012.0 |  | 客户端: 0
[2026-05-15 23:24:48] [INFO] [rk3568_vision] FPS: 1118.5 |  | 客户端: 0
[2026-05-15 23:24:49] [INFO] [rk3568_vision] FPS: 1095.2 |  | 客户端: 0
[2026-05-15 23:24:50] [INFO] [rk3568_vision] FPS: 1099.9 |  | 客户端: 0
[2026-05-15 23:24:51] [INFO] [rk3568_vision] FPS: 1113.4 |  | 客户端: 0
[2026-05-15 23:24:52] [INFO] [rk3568_vision] FPS: 1053.5 |  | 客户端: 0
[2026-05-15 23:24:53] [INFO] [rk3568_vision] FPS: 979.5 |  | 客户端: 0
[2026-05-15 23:24:54] [INFO] [rk3568_vision] FPS: 783.3 |  | 客户端: 0
[2026-05-15 23:24:55] [INFO] [rk3568_vision] FPS: 792.8 |  | 客户端: 0
[2026-05-15 23:24:56] [INFO] [rk3568_vision] FPS: 765.9 |  | 客户端: 0
[2026-05-15 23:24:57] [INFO] [rk3568_vision] FPS: 665.5 |  | 客户端: 0
[2026-05-15 23:24:58] [INFO] [rk3568_vision] FPS: 824.8 |  | 客户端: 0
[2026-05-15 23:24:59] [INFO] [rk3568_vision] FPS: 759.2 |  | 客户端: 0
[2026-05-15 23:25:00] [INFO] [rk3568_vision] FPS: 626.3 |  | 客户端: 0
[2026-05-15 23:25:01] [INFO] [rk3568_vision] FPS: 817.8 |  | 客户端: 0
[2026-05-15 23:25:02] [INFO] [rk3568_vision] FPS: 943.5 |  | 客户端: 0
[2026-05-15 23:25:03] [INFO] [rk3568_vision] FPS: 946.2 |  | 客户端: 0
[2026-05-15 23:25:04] [INFO] [rk3568_vision] FPS: 921.0 |  | 客户端: 0
[2026-05-15 23:25:05] [INFO] [rk3568_vision] FPS: 932.7 |  | 客户端: 0
[2026-05-15 23:25:06] [INFO] [rk3568_vision] FPS: 892.8 |  | 客户端: 0
[2026-05-15 23:25:07] [INFO] [rk3568_vision] FPS: 850.6 |  | 客户端: 0
[2026-05-15 23:25:08] [INFO] [rk3568_vision] FPS: 960.4 |  | 客户端: 0
[2026-05-15 23:25:09] [INFO] [rk3568_vision] FPS: 951.4 |  | 客户端: 0
[2026-05-15 23:25:10] [INFO] [rk3568_vision] FPS: 897.8 |  | 客户端: 0
[2026-05-15 23:25:11] [INFO] [rk3568_vision] FPS: 735.8 |  | 客户端: 0
[2026-05-15 23:25:12] [INFO] [rk3568_vision] FPS: 761.7 |  | 客户端: 0
[2026-05-15 23:25:13] [INFO] [rk3568_vision] FPS: 771.3 |  | 客户端: 0
[2026-05-15 23:25:14] [INFO] [rk3568_vision] FPS: 954.1 |  | 客户端: 0
[2026-05-15 23:25:15] [INFO] [rk3568_vision] FPS: 1002.0 |  | 客户端: 0
[2026-05-15 23:25:16] [INFO] [rk3568_vision] FPS: 1022.6 |  | 客户端: 0
[2026-05-15 23:25:17] [INFO] [rk3568_vision] FPS: 1022.4 |  | 客户端: 0
[2026-05-15 23:25:18] [INFO] [rk3568_vision] FPS: 1099.3 |  | 客户端: 0
[2026-05-15 23:25:19] [INFO] [rk3568_vision] FPS: 1084.3 |  | 客户端: 0
[2026-05-15 23:25:20] [INFO] [rk3568_vision] FPS: 1099.8 |  | 客户端: 0
[2026-05-15 23:25:21] [INFO] [rk3568_vision] FPS: 1011.4 |  | 客户端: 0
[2026-05-15 23:25:22] [INFO] [rk3568_vision] FPS: 1086.5 |  | 客户端: 0
[2026-05-15 23:25:23] [INFO] [rk3568_vision] FPS: 999.9 |  | 客户端: 0
[2026-05-15 23:25:24] [INFO] [rk3568_vision] FPS: 1037.2 |  | 客户端: 0
[2026-05-15 23:25:25] [INFO] [rk3568_vision] FPS: 1015.4 |  | 客户端: 0
[2026-05-15 23:25:26] [INFO] [rk3568_vision] FPS: 1049.7 |  | 客户端: 0
[2026-05-15 23:25:27] [INFO] [rk3568_vision] FPS: 1008.3 |  | 客户端: 0
[2026-05-15 23:25:28] [INFO] [rk3568_vision] FPS: 1033.6 |  | 客户端: 0
[2026-05-15 23:25:29] [INFO] [rk3568_vision] FPS: 1039.9 |  | 客户端: 0
[2026-05-15 23:25:30] [INFO] [rk3568_vision] FPS: 998.4 |  | 客户端: 0
[2026-05-15 23:25:31] [INFO] [rk3568_vision] FPS: 1096.7 |  | 客户端: 0
[2026-05-15 23:25:32] [INFO] [rk3568_vision] FPS: 1111.3 |  | 客户端: 0
[2026-05-15 23:25:33] [INFO] [rk3568_vision] FPS: 1102.6 |  | 客户端: 0
[2026-05-15 23:25:34] [INFO] [rk3568_vision] FPS: 1110.4 |  | 客户端: 0
[2026-05-15 23:25:35] [INFO] [rk3568_vision] FPS: 1041.7 |  | 客户端: 0
[2026-05-15 23:25:36] [INFO] [rk3568_vision] FPS: 975.6 |  | 客户端: 0
[2026-05-15 23:25:37] [INFO] [rk3568_vision] FPS: 1021.9 |  | 客户端: 0
[2026-05-15 23:25:38] [INFO] [rk3568_vision] FPS: 1068.7 |  | 客户端: 0
[2026-05-15 23:25:39] [INFO] [rk3568_vision] FPS: 1064.2 |  | 客户端: 0
[2026-05-15 23:25:40] [INFO] [rk3568_vision] FPS: 1117.1 |  | 客户端: 0
[2026-05-15 23:25:41] [INFO] [rk3568_vision] FPS: 1025.8 |  | 客户端: 0
[2026-05-15 23:25:42] [INFO] [rk3568_vision] FPS: 1056.8 |  | 客户端: 0
[2026-05-15 23:25:43] [INFO] [rk3568_vision] FPS: 1077.2 |  | 客户端: 0
[2026-05-15 23:25:44] [INFO] [rk3568_vision] FPS: 1069.1 |  | 客户端: 0
[2026-05-15 23:25:45] [INFO] [rk3568_vision] FPS: 1048.5 |  | 客户端: 0
[2026-05-15 23:25:46] [INFO] [rk3568_vision] FPS: 976.4 |  | 客户端: 0
[2026-05-15 23:25:47] [INFO] [rk3568_vision] FPS: 1015.3 |  | 客户端: 0
[2026-05-15 23:25:48] [INFO] [rk3568_vision] FPS: 1034.3 |  | 客户端: 0
[2026-05-15 23:25:49] [INFO] [rk3568_vision] FPS: 985.2 |  | 客户端: 0
[2026-05-15 23:25:50] [INFO] [rk3568_vision] FPS: 855.6 |  | 客户端: 0
[2026-05-15 23:25:51] [INFO] [rk3568_vision] FPS: 842.7 |  | 客户端: 0
[2026-05-15 23:25:52] [INFO] [rk3568_vision] FPS: 1020.7 |  | 客户端: 0
[2026-05-15 23:25:53] [INFO] [rk3568_vision] FPS: 1041.2 |  | 客户端: 0
[2026-05-15 23:25:54] [INFO] [rk3568_vision] FPS: 1100.1 |  | 客户端: 0
[2026-05-15 23:25:55] [INFO] [rk3568_vision] FPS: 1095.2 |  | 客户端: 0
[2026-05-15 23:25:56] [INFO] [rk3568_vision] FPS: 1104.4 |  | 客户端: 0
[2026-05-15 23:25:57] [INFO] [rk3568_vision] FPS: 1100.9 |  | 客户端: 0
[2026-05-15 23:25:58] [INFO] [rk3568_vision] FPS: 1108.6 |  | 客户端: 0
[2026-05-15 23:25:59] [INFO] [rk3568_vision] FPS: 1103.1 |  | 客户端: 0
[2026-05-15 23:26:00] [INFO] [rk3568_vision] FPS: 1108.6 |  | 客户端: 0
[2026-05-15 23:26:01] [INFO] [rk3568_vision] FPS: 1011.1 |  | 客户端: 0
[2026-05-15 23:26:02] [INFO] [rk3568_vision] FPS: 1097.3 |  | 客户端: 0
[2026-05-15 23:26:03] [INFO] [rk3568_vision] FPS: 1049.7 |  | 客户端: 0
[2026-05-15 23:26:04] [INFO] [rk3568_vision] FPS: 1030.2 |  | 客户端: 0
[2026-05-15 23:26:05] [INFO] [rk3568_vision] 收到退出信号，正在停止...
[2026-05-15 23:26:05] [INFO] [rk3568_vision] 正在释放资源...
[2026-05-15 23:26:05] [INFO] [camera] 视频流已停止
[2026-05-15 23:26:05] [ERROR] [ws_pusher] WebSocket 服务器异常: Event loop stopped before Future completed.
[2026-05-15 23:26:05] [INFO] [ws_pusher] WebSocket 推送服务已停止
[2026-05-15 23:26:05] [INFO] [rk3568_vision] 系统已停止
[2026-05-15 23:27:45] [INFO] [rk3568_vision] ============================================================
[2026-05-15 23:27:45] [INFO] [rk3568_vision] RK3568 智能视觉识别系统启动
[2026-05-15 23:27:45] [INFO] [rk3568_vision] ============================================================
[2026-05-15 23:27:45] [INFO] [rk3568_vision] NPU 加速: 关闭
[2026-05-15 23:27:45] [INFO] [camera] 摄像头初始化，使用子码流
[2026-05-15 23:27:45] [INFO] [camera] RTSP 地址: rtsp://admin:***@192.168.0.66:554/Streaming/Channels/201
[2026-05-15 23:27:46] [INFO] [camera] 视频流连接成功: 1920x1080 @ 25.0fps
[2026-05-15 23:27:46] [INFO] [ws_pusher] WebSocket 推送服务初始化: ws://0.0.0.0:8765
[2026-05-15 23:27:46] [INFO] [ws_pusher] WebSocket 推送服务已启动
[2026-05-15 23:27:46] [INFO] [camera] 视频流读取线程已启动
[2026-05-15 23:27:46] [INFO] [rk3568_vision] 开始实时检测...
[2026-05-15 23:27:46] [INFO] [rk3568_vision] WebSocket 客户端连接数: 0
[2026-05-15 23:27:46] [INFO] [ws_pusher] WebSocket 服务器运行中: ws://0.0.0.0:8765
[2026-05-15 23:27:47] [INFO] [rk3568_vision] FPS: 990.4 |  | 客户端: 0
[2026-05-15 23:27:48] [INFO] [rk3568_vision] FPS: 1119.4 |  | 客户端: 0
[2026-05-15 23:27:49] [INFO] [rk3568_vision] FPS: 1130.7 |  | 客户端: 0
[2026-05-15 23:27:50] [INFO] [ws_pusher] PC 客户端已连接: ('127.0.0.1', 10007), 当前连接数: 1
[2026-05-15 23:27:50] [INFO] [rk3568_vision] FPS: 920.7 |  | 客户端: 1
[2026-05-15 23:27:51] [INFO] [rk3568_vision] FPS: 906.0 |  | 客户端: 1
[2026-05-15 23:27:52] [INFO] [rk3568_vision] FPS: 919.6 |  | 客户端: 1
[2026-05-15 23:27:53] [INFO] [rk3568_vision] FPS: 922.6 |  | 客户端: 1
[2026-05-15 23:27:54] [INFO] [rk3568_vision] FPS: 938.1 |  | 客户端: 1
[2026-05-15 23:27:55] [INFO] [rk3568_vision] FPS: 946.8 |  | 客户端: 1
[2026-05-15 23:27:56] [INFO] [rk3568_vision] FPS: 935.2 |  | 客户端: 1
[2026-05-15 23:27:57] [INFO] [rk3568_vision] FPS: 956.7 |  | 客户端: 1
[2026-05-15 23:27:58] [INFO] [rk3568_vision] FPS: 944.8 |  | 客户端: 1
[2026-05-15 23:27:59] [INFO] [rk3568_vision] FPS: 935.4 |  | 客户端: 1
[2026-05-15 23:28:00] [INFO] [rk3568_vision] FPS: 948.4 |  | 客户端: 1
[2026-05-15 23:28:01] [INFO] [rk3568_vision] FPS: 928.8 |  | 客户端: 1
[2026-05-15 23:28:02] [INFO] [rk3568_vision] FPS: 929.8 |  | 客户端: 1
[2026-05-15 23:28:03] [INFO] [rk3568_vision] FPS: 921.2 |  | 客户端: 1
[2026-05-15 23:28:04] [INFO] [rk3568_vision] FPS: 936.3 |  | 客户端: 1
[2026-05-15 23:28:05] [INFO] [rk3568_vision] FPS: 946.2 |  | 客户端: 1
[2026-05-15 23:28:06] [INFO] [rk3568_vision] FPS: 948.9 |  | 客户端: 1
[2026-05-15 23:28:07] [INFO] [rk3568_vision] FPS: 957.2 |  | 客户端: 1
[2026-05-15 23:28:08] [INFO] [rk3568_vision] FPS: 960.1 |  | 客户端: 1
[2026-05-15 23:28:09] [INFO] [rk3568_vision] FPS: 946.3 |  | 客户端: 1
[2026-05-15 23:28:10] [INFO] [rk3568_vision] FPS: 917.5 |  | 客户端: 1
[2026-05-15 23:28:11] [INFO] [rk3568_vision] FPS: 924.4 |  | 客户端: 1
[2026-05-15 23:28:12] [INFO] [rk3568_vision] FPS: 905.9 |  | 客户端: 1
[2026-05-15 23:28:13] [INFO] [rk3568_vision] FPS: 911.3 |  | 客户端: 1
[2026-05-15 23:28:14] [INFO] [rk3568_vision] FPS: 921.2 |  | 客户端: 1
[2026-05-15 23:28:15] [INFO] [rk3568_vision] FPS: 959.2 |  | 客户端: 1
[2026-05-15 23:28:16] [INFO] [rk3568_vision] FPS: 959.2 |  | 客户端: 1
[2026-05-15 23:28:17] [INFO] [rk3568_vision] FPS: 923.2 |  | 客户端: 1
[2026-05-15 23:28:18] [INFO] [rk3568_vision] FPS: 904.6 |  | 客户端: 1
[2026-05-15 23:28:19] [INFO] [rk3568_vision] FPS: 875.8 |  | 客户端: 1
[2026-05-15 23:28:20] [INFO] [rk3568_vision] FPS: 889.9 |  | 客户端: 1
[2026-05-15 23:28:21] [INFO] [rk3568_vision] FPS: 897.8 |  | 客户端: 1
[2026-05-15 23:28:22] [INFO] [rk3568_vision] FPS: 884.2 |  | 客户端: 1
[2026-05-15 23:28:23] [INFO] [rk3568_vision] FPS: 893.2 |  | 客户端: 1
[2026-05-15 23:28:24] [INFO] [rk3568_vision] FPS: 886.9 |  | 客户端: 1
[2026-05-15 23:28:25] [INFO] [rk3568_vision] FPS: 868.8 |  | 客户端: 1
[2026-05-15 23:28:26] [INFO] [rk3568_vision] FPS: 905.2 |  | 客户端: 1
[2026-05-15 23:28:27] [INFO] [rk3568_vision] FPS: 909.5 |  | 客户端: 1
[2026-05-15 23:28:28] [INFO] [rk3568_vision] FPS: 883.9 |  | 客户端: 1
[2026-05-15 23:28:29] [INFO] [rk3568_vision] FPS: 891.5 |  | 客户端: 1
[2026-05-15 23:28:30] [INFO] [rk3568_vision] FPS: 968.4 |  | 客户端: 1
[2026-05-15 23:28:31] [INFO] [rk3568_vision] FPS: 1022.5 |  | 客户端: 1
[2026-05-15 23:28:32] [INFO] [rk3568_vision] FPS: 1062.9 |  | 客户端: 1
[2026-05-15 23:28:33] [INFO] [rk3568_vision] FPS: 1069.2 |  | 客户端: 1
[2026-05-15 23:28:34] [INFO] [rk3568_vision] FPS: 1043.2 |  | 客户端: 1
[2026-05-15 23:28:35] [INFO] [rk3568_vision] FPS: 931.2 |  | 客户端: 1
[2026-05-15 23:28:36] [INFO] [rk3568_vision] FPS: 979.8 |  | 客户端: 1
[2026-05-15 23:28:37] [INFO] [rk3568_vision] 收到退出信号，正在停止...
[2026-05-15 23:28:37] [INFO] [rk3568_vision] 正在释放资源...
[2026-05-15 23:28:37] [INFO] [camera] 视频流已停止
[2026-05-15 23:28:37] [ERROR] [ws_pusher] WebSocket 服务器异常: Event loop stopped before Future completed.
[2026-05-15 23:28:37] [INFO] [ws_pusher] WebSocket 推送服务已停止
[2026-05-15 23:28:37] [INFO] [rk3568_vision] 系统已停止
[2026-05-15 23:28:37] [INFO] [ws_pusher] PC 客户端已断开: ('127.0.0.1', 10007)
[2026-05-15 23:33:33] [INFO] [rk3568_vision] ============================================================
[2026-05-15 23:33:33] [INFO] [rk3568_vision] RK3568 智能视觉识别系统启动
[2026-05-15 23:33:33] [INFO] [rk3568_vision] ============================================================
[2026-05-15 23:33:33] [INFO] [rk3568_vision] NPU 加速: 关闭
[2026-05-15 23:33:33] [INFO] [camera] 摄像头初始化，使用子码流
[2026-05-15 23:33:33] [INFO] [camera] RTSP 地址: rtsp://admin:***@192.168.0.66:554/Streaming/Channels/201
[2026-05-15 23:33:34] [INFO] [camera] 视频流连接成功: 1920x1080 @ 25.0fps
[2026-05-15 23:33:34] [INFO] [ws_pusher] WebSocket 推送服务初始化: ws://0.0.0.0:8765
[2026-05-15 23:33:34] [INFO] [ws_pusher] WebSocket 推送服务已启动
[2026-05-15 23:33:34] [INFO] [camera] 视频流读取线程已启动
[2026-05-15 23:33:34] [INFO] [rk3568_vision] 开始实时检测...
[2026-05-15 23:33:34] [INFO] [rk3568_vision] WebSocket 客户端连接数: 0
[2026-05-15 23:33:34] [INFO] [ws_pusher] WebSocket 服务器运行中: ws://0.0.0.0:8765
[2026-05-15 23:33:35] [INFO] [rk3568_vision] FPS: 926.6 |  | 客户端: 0
[2026-05-15 23:33:36] [INFO] [rk3568_vision] FPS: 932.3 |  | 客户端: 0
[2026-05-15 23:33:37] [INFO] [rk3568_vision] FPS: 831.5 |  | 客户端: 0
[2026-05-15 23:33:38] [INFO] [rk3568_vision] FPS: 1140.9 |  | 客户端: 0
[2026-05-15 23:33:39] [INFO] [rk3568_vision] FPS: 1153.4 |  | 客户端: 0
[2026-05-15 23:33:40] [INFO] [rk3568_vision] FPS: 1155.5 |  | 客户端: 0
[2026-05-15 23:33:41] [INFO] [ws_pusher] PC 客户端已连接: ('127.0.0.1', 63292), 当前连接数: 1
[2026-05-15 23:33:41] [INFO] [rk3568_vision] FPS: 1114.6 |  | 客户端: 1
[2026-05-15 23:33:42] [INFO] [rk3568_vision] FPS: 988.4 |  | 客户端: 1
[2026-05-15 23:33:43] [INFO] [rk3568_vision] FPS: 943.1 |  | 客户端: 1
[2026-05-15 23:33:44] [INFO] [rk3568_vision] FPS: 1030.2 |  | 客户端: 1
[2026-05-15 23:33:45] [INFO] [rk3568_vision] FPS: 1032.0 |  | 客户端: 1
[2026-05-15 23:33:46] [INFO] [rk3568_vision] FPS: 1014.3 |  | 客户端: 1
[2026-05-15 23:33:47] [INFO] [rk3568_vision] FPS: 983.7 |  | 客户端: 1
[2026-05-15 23:33:48] [INFO] [rk3568_vision] FPS: 986.5 |  | 客户端: 1
[2026-05-15 23:33:49] [INFO] [rk3568_vision] FPS: 1030.9 |  | 客户端: 1
[2026-05-15 23:33:50] [INFO] [rk3568_vision] FPS: 1053.5 |  | 客户端: 1
[2026-05-15 23:33:51] [INFO] [ws_pusher] PC 客户端已断开: ('127.0.0.1', 63292)
[2026-05-15 23:33:51] [INFO] [rk3568_vision] FPS: 1062.3 |  | 客户端: 0
[2026-05-15 23:33:52] [INFO] [rk3568_vision] FPS: 1130.1 |  | 客户端: 0
[2026-05-15 23:33:53] [INFO] [rk3568_vision] FPS: 1103.9 |  | 客户端: 0
[2026-05-15 23:33:54] [INFO] [rk3568_vision] FPS: 1081.7 |  | 客户端: 0
[2026-05-15 23:33:55] [INFO] [rk3568_vision] FPS: 1147.8 |  | 客户端: 0
[2026-05-15 23:33:56] [INFO] [rk3568_vision] FPS: 1113.8 |  | 客户端: 0
[2026-05-15 23:33:57] [INFO] [rk3568_vision] FPS: 1008.7 |  | 客户端: 0
[2026-05-15 23:33:58] [INFO] [rk3568_vision] FPS: 726.1 |  | 客户端: 0
[2026-05-15 23:33:59] [INFO] [rk3568_vision] FPS: 759.7 |  | 客户端: 0
[2026-05-15 23:34:00] [INFO] [rk3568_vision] FPS: 940.2 |  | 客户端: 0
[2026-05-15 23:34:01] [INFO] [rk3568_vision] FPS: 1048.3 |  | 客户端: 0
[2026-05-15 23:34:02] [INFO] [rk3568_vision] FPS: 1061.8 |  | 客户端: 0
[2026-05-15 23:34:03] [INFO] [rk3568_vision] FPS: 1096.1 |  | 客户端: 0
[2026-05-15 23:34:04] [INFO] [rk3568_vision] FPS: 1087.0 |  | 客户端: 0
[2026-05-15 23:34:05] [INFO] [rk3568_vision] FPS: 1050.8 |  | 客户端: 0
[2026-05-15 23:34:06] [INFO] [rk3568_vision] FPS: 1068.9 |  | 客户端: 0
[2026-05-15 23:34:07] [INFO] [rk3568_vision] FPS: 1107.9 |  | 客户端: 0
[2026-05-15 23:34:08] [INFO] [rk3568_vision] FPS: 1084.2 |  | 客户端: 0
[2026-05-15 23:34:09] [INFO] [rk3568_vision] FPS: 1032.8 |  | 客户端: 0
[2026-05-15 23:34:10] [INFO] [rk3568_vision] FPS: 1005.9 |  | 客户端: 0
[2026-05-15 23:34:11] [INFO] [rk3568_vision] FPS: 1030.1 |  | 客户端: 0
[2026-05-15 23:34:12] [INFO] [rk3568_vision] FPS: 1107.3 |  | 客户端: 0
[2026-05-15 23:34:13] [INFO] [rk3568_vision] FPS: 1149.8 |  | 客户端: 0
[2026-05-15 23:34:14] [INFO] [rk3568_vision] FPS: 1150.6 |  | 客户端: 0
[2026-05-15 23:34:15] [INFO] [rk3568_vision] FPS: 1146.1 |  | 客户端: 0
[2026-05-15 23:34:16] [INFO] [rk3568_vision] FPS: 1102.9 |  | 客户端: 0
[2026-05-15 23:34:17] [INFO] [rk3568_vision] FPS: 1053.2 |  | 客户端: 0
[2026-05-15 23:34:18] [INFO] [rk3568_vision] FPS: 1058.7 |  | 客户端: 0
